0.5,13
0.6,15
0.7,16
0.8,17
0.9,19
1.0,22
1.1,23
1.2,23
1.3,23
1.4,25
1.5,27
1.6,27
1.7,25
1.8,25
1.9,26
2.0,25
2.1,26
2.2,26
2.3,26
2.4,25
2.5,26
2.6,26
2.7,25
2.8,25
2.9,24
3.0,24
3.1,24
3.2,22
3.3,21
3.4,21
3.5,20
3.6,19
3.7,18
3.8,18
3.9,18
4.0,17
4.1,17
4.2,17
4.3,17
4.4,17
4.5,17
4.6,17
4.7,17
4.8,17
4.9,17
